Razão,Rua,Numero,Latitude,Longitude
KLS CONSTRUCAO E REFORMAS LTDA,PAO DE ACUCAR,117,-16.6635045,-49.3360041
UP REALIZACOES CONSTRUTORA - EIRELI,TABOR,491,-23.5765939,-46.6057689
HONORATO CONSTRUCOES E REFORMAS EIRELI,GERMANO ULBRICH,5,-23.6355066,-46.7341371
MALGOM SERVICOS E CONSTRUCOES EIRELI,VISC DE INHAUMA,81,-23.6178314,-46.6347583
LIDER CONSTRUCOES E SERVICOS EIRELI,SENADOR FERNANDES TAVORA,5,-3.7701154,-38.5705255
DAIZIX CONSTRUCOES E INCORPORACOES LTDA,ATILIO PIFFER,271,-23.5122444,-46.66055739999999
N & B CONSTRUCAO CIVIL LTDA,DOS OTONIS,549,-23.5958787,-46.6450216
TUI CONSTRUCOES LTDA,CASPER LIBERO,65,-23.5409404,-46.6367132
NEOURB ENGENHARIA EIRELI,DR ALBERTO CARDOSO DE MELO NETO,110,-23.5793023,-46.6926339
J. DOS SANTOS NETO CONSTRUCOES DE EDIFICIOS,CALIXTO DE JESUS NETTO,234,-23.484974,-46.7118318
DIVIMIL CONSTRUCOES LTDA,LUIS CARLOS PEIXOTO,228,-23.5270735,-46.4205626
NOVA ADS EMPREITEIRA E SERVICOS LTDA,JOAO BATISTA ALBERTI,62,-23.6827678,-46.794965
FERNANDO LUZ RODRIGUES,CON AMARAL MELLO,116,-23.5092641,-46.6515758
MEZ CONSTRUCOES LTDA.,DOMINGOS DE MORAIS,2187,-23.5954834,-46.6362184
FK ENGENHARIA LTDA,DA CUMBICA,754,-23.731944,-46.745983
PRACA ERNANI BRAGA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,ERNANI BRAGA,112,-23.5566039,-46.7015328
RESIDENCIAL GUERINO PIRITUBA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,GUERINO GIOVANI LEARDINI,121,-23.4872076,-46.7215041
SERVICOS PONTO COM SERVICOS E COMERCIO PARA CONSTRUCOES CIVIL LTDA,EVALDO CALABREZ,1792,-23.5490152,-46.4172419
FRAVENTI SOLUCOES EM ENGENHARIA LTDA,CAP PACHECO E CHAVES,1056,-23.5819894,-46.5879081
L M G CONSTRUCOES E REFORMA LTDA,ARCADIA,54,-23.5466216,-46.573487
ARTUR D' ANUNZIO ALVES DA SILVA LTDA,NAZARE,1740,-23.5995312,-46.609932
TIGRE EMPREENDIMENTOS IMOBILIARIOS SPE EIRELI,ARNALDO MAGNICCARO,1251,-23.6742921,-46.6868044
CPY EMPREENDIMENTOS IMOBILIARIOS EIRELI,ZELINA,939,-23.5899495,-46.5748652
LEVEL X ENGENHARIA LTDA,WASHINGTON LUIS,774,-23.6582397,-46.6972864
TORRE FORTE CONSTRUTORA E INCORPORADORA LTDA,AMERICO BRASILIENSE,1490,-23.6317749,-46.7009098
RYDEN CONSTRUCAO CIVIL EIRELI,DO LAVRADOR,18,-23.6047363,-46.5140808
KOUZIVA CONSTRUCAO E REFORMA LTDA,PRES JUSCELINO KUBITSCHEK,1327,-23.5912885,-46.682165
A & K ENGENHARIA E CONSTRUCOES LTDA,JOAQUIM FERREIRA DA ROCHA,1259,-23.4643146,-46.6941086
MD PROJETOS E CONSTRUCOES EIRELI,JOSE MARIA PINTO ZILLI,442,-23.6193242,-46.74736780000001
ALLORA CONSTRUTORA E INCORPORADORA LIMITADA,FIDENCIO RAMOS,160,-23.5945348,-46.685436
AMANDA DE FREITAS SERGIO,MARCIANO CARNEIRO,153,-23.4540033,-46.5916039
BRENTECH CONSTRUCOES LTDA,IBIRAJA,206,-23.6312794,-46.64004509999999
VM TERRAPLENAGEM E LOCACAO EIRELI,PINHEIRO DE ULHOA CINTRA,421,-23.5159675,-46.5074313
RICARDO SANTANA ALVES BEZERRA CONSTRUCOES,DA BARONESA,105,-23.6930334,-46.7621846
LUCIANO OLDRA,MONS SALIM,565,-23.4916642,-46.3802124
RESIDENCIAL RIO VERDE EMPREENDIMENTO SPE LTDA,CHICO PONTES,658,-23.5062918,-46.6059385
JBF ENGENHARIA E CONSTRUCOES EIRELI,ALF MAGALHAES,72,-23.5053155,-46.6255616
VALEN CONTRUCOES E REFORMA EIRELI,PROF THOMAZ DE AQUINO,92,-23.6372583,-46.6015591
NS CONSTRUCAO CIVIL EIRELI,CASTANHEIRA-DA-INDIA,210,-23.5298479,-46.3998614
HLF REFORMAS E CONSTRUCOES LTDA,SIMONE MARTINI,33,-23.5594867,-46.5081016
RWF EMPREENDIMENTOS LTDA,GONCALO COELHO,266,-23.5680754,-46.550572
ELEMENTARE JARDIM SAO PAULO HABITACIONAL SPE LTDA,ENG CAETANO ALVARES,6685,-23.4779216,-46.6276809
BERBARI FILHOS EMPREENDEDORES IMOBILIARIOS E PARTICIPACOES SCP,UBATUBA,360,-23.5469674,-46.6690063
FENIX CONSTRUTORA E REFORMAS LTDA,S JOSE DOS PINHAIS,275,-25.5375787,-49.2692699
VYLLY PARK CONSTRUTORA E INCORPORADORA EIRELI,ANALIA FRANCO,99,-23.5577387,-46.5722791
GD CONSTRUCOES E REFORMAS EM GERAL UNIPESSOAL LTDA,MARIA ROSCHEL SCHUNCK,257,-23.8309982,-46.7272399
SOUSA ANTAO CONSTRUCOES LTDA,CINCO (S. DOS PEREIRAS-CTI),S/N,ERRO! NÃO ENCONTRADO
FGS CONSTRUCAO E REFORMA LTDA,RIO LARANJAIS,207,-23.5946517,-46.5820924
JS & C INCORPORADORA E CONSTRUTORA SPE LTDA,GAL ATALIBA LEONEL,3353,-23.4870325,-46.606755
M. P. MARCHETTI CONSTRUCOES EIRELI,ANDRE DE ALMEIDA,63,-23.5868413,-46.4907222
BIOSMART CONSTRUTORA E INCORPORADORA LTDA.,ANTONIO BITENCOURT,345,-23.5783527,-46.5701432
SEAS SERVICOS TECNICOS ESPECIALIZADOS DE ENGENHARIA LTDA,TUIM,307,-23.5998882,-46.6684918
JJJ CONSTRUTORA E ADMINISTRACAO LTDA,JOSE BONIFACIO,209,-23.5490949,-46.6362485
VSPC BORGES EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,BORGES,1038,-23.482524,-46.6008957
CASA RITMO - ENGENHARIA, CONSTRUCOES E URBANISMO - EIRELI,CANTAGALO,1943,-23.5432241,-46.5554575
KDM CONSTRUTORA E INCORPORADORA EIRELI,AGUIA DE HAIA,4195,-23.5093935,-46.4778063
GA3 CONSTRUCOES EIRELI,MILTON COTRIM AVELAR,248,-23.5696215,-46.4878523
ALIANCA WR CONSTRUTORA LTDA,SANTOS,1165,-23.5655554,-46.6542042
MARZ INCORPORADORA E CONSTRUTORA EIRELI,MIN ROCHA AZEVEDO,961,-23.5653602,-46.6633719
OLIVEIRA NETO - CONSTRUCOES EIRELI,CECILIA ITER,185,-23.5226076,-46.4410697
ARATAU CONSTRUCAO MODULAR LTDA,DR LUIZ MIGLIANO,1986,-23.6213455,-46.7419304
JOYVIT SERVICOS DE CONSTRUCAO DE EDIFICIOS LTDA,DR SILVIO NORONHA,178,-23.5977899,-46.5430134
CLANEMOJUPA REFORMAS E MANUTENCAO LTDA,MANGARATU,121,-23.5087039,-46.6542499
NORONHA SERVICE REFORMAS EM GERAL LTDA,ARTHUR FRIEDENREICH,353,-23.5143042,-46.75932640000001
INOVVA EMPREITEIRA LTDA,CELSO GARCIA,3487,-23.535024,-46.578771
APP ASSISTENCIA E SERVICOS DE MANUTENCAO DE ENGENHARIA LTDA,DR EDUARDO DE SOUZA ARANHA,153,-23.5883429,-46.6731042
FRED DA SILVA ROCHA GONCALVES LTDA,EVANGELINA,1334,-23.5542349,-46.5465498
MAA EMPREENDIMENTOS E PARTICIPACOES LTDA,NOVE DE JULHO,40,-23.5483755,-46.6394248
FRANCESCO MICHELLI SAGULO CONSTRUCAO CIVIL,JULIO DE CASTILHOS,39,-29.1658208,-51.5167936
WGR ENGENHARIA & CONSTRUCOES LTDA,JOAQUIM FERREIRA DA ROCHA,1259,-23.4643146,-46.6941086
CONSTRUTORA VG EIRELI,MARIO BELMONTE,410,-23.5775765,-46.7601144
FABIO SHUN IKEZAKI,APORA,42,-23.5725254,-46.6268176
ABILITY ENGENHARIA LTDA,JOAQUIM EUGENIO DE LIMA,881,-23.568786,-46.6530478
RODOLFO PERES ARGIMON SILVA,VOLUNTARIOS DA PATRIA,2870,-23.4948366,-46.6257691
CONSTRUTORA MV DO SACRAMENTO LTDA,BORGES DE FIGUEIREDO,303,-23.5573804,-46.607071
NEOCOGEC COMERCIO E CONSTRUCOES LTDA,ERNESTO IGEL,308,-23.5180024,-46.7289736
NLL CONSTRUTORA LTDA,JOAO RUDGE,450,-23.5119694,-46.6565787
RAVISA CONSTRUCOES E REFORMAS EIRELI,AGRIM SUGAYA,391,-23.5577127,-46.44258180000001
JDE ENGENHARIA E CONSTRUCAO CIVIL LTDA,MONS ANTONIO CASTRO,76,-23.5705685,-46.5289598
LAGO CONSTRUCOES E REFORMAS LTDA,MONS ANTONIO CASTRO,124,-23.570676,-46.5285042
LAMIN & MACEDO CONSTRUCAO E ENGENHARIA LTDA,REGO BARROS,570,-23.5645932,-46.5180181
V & F FACHADA REVESTIMENTO INTERNO E EXTERNO LTDA,EDMUNDO DEMOLINS,30,ERRO! NÃO ENCONTRADO
WDGE CONSTRUCOES EIRELI,JASMIM DE VENEZA,86,-23.6647606,-46.7765788
RENATO FERRAZ LOPES,FERNANDO PACHECO JORDAO,345A,-23.4966696,-46.3841026
R2P CONSTRUCAO E COMERCIO LTDA,GAL SOCRATES,216,-23.5292201,-46.54993049999999
B 2 D EXCELENCIA EM CONSTRUCOES LTDA,MANUEL MENDES RIBEIRO,45,-23.5103263,-46.5137309
J.L. CONSTRUCOES E SERVICOS EIRELI,CASTOR,19,-23.6096741,-46.4630124
EMPREITEIRA R.F. VEIGA LTDA,SANSAO CASTELO BRANCO,888,-23.5407067,-46.41761289999999
R J ANDRADE CONSTRUCAO CIVIL LTDA,LIDER,1892,-23.5570426,-46.47652859999999
TF RIOS EMPREITEIRA,PIACATUBA,112,-23.5059005,-46.4029531
NARBON CONSTRUCOES LTDA,ANTONIO GOMES,450,-23.5782076,-46.557583
GUSTAVO DA S SANTOS CONSTRUCOES,ANHUPOCA,15,-23.5486921,-46.4430864
NELITO ALVES ANTUNES JUNIOR PROJETOS E CONSTRUCOES,ROMAO PUIGGARI,972,-23.6271057,-46.6096212
JOTA MANUTENCAO E SERVICOS LTDA,PAULO FRANCO,678,-23.5357081,-46.7250839
PAULO CLECIO LOPES DE SOUSA CONSTRUTORA LTDA,FRANCISCA DE PAULA,217,-23.5555783,-46.5286773
RESIDENCIAL MARQUES DE SAO VICENTE II SPE LTDA,DOS FRANCESES,427,-23.5619127,-46.6476033
CANTOLLI EMPREENDIMENTOS EIRELI,JACINTO DE OLIVEIRA,45,-23.5904117,-46.7628882
MELLIN AMARAL ANNUNCIATO LTDA,MANUEL LEIROZ,139,-23.513438,-46.5201182
LANA SOUZA CONSTRUCOES EIRELI,GLYCERIO ALMEIDA MACIEL,284,-23.6873376,-46.6583742
LMFC CONSTRUCOES LTDA,DR JOAO LEAL DA COSTA,63,-23.5597028,-46.4013613
MARCELO GUERREIRO PALMEIRA SANTOS CONSTRUCOES,BRIG MACHADO,86,-23.5420085,-46.6134801
D. DE LIRA FERREIRA SOLUCOES DE ENGENHARIA,FIS LAWRENCE,254,ERRO! NÃO ENCONTRADO
TREVO DE 7 FOLHAS MANUTENCAO EIRELI,FELIX DE CARVALHO,273,-23.6544005,-46.7719384
CJS EMPREITEIRA LTDA,GUILHERME PISO,90,-23.4820311,-46.4180668
LACA ENGENHARIA LTDA,BRIGADEIRO FARIA LIMA,2369,-23.5772915,-46.6862587
CONSTRUTORA TENDA S/A,DOUTOR ANTONIO MARIA LAET,566,-23.4797237,-46.6024538
